	taxid	species	target_name	tlen	query name	accession	qlen	E-value	score1	bias1	#	of	c-Evalue	i-Evalue	score	bias	hmmfrom	hmmto	alifrom	alito	envfrom	envto	acc	description of target	chimera	superkingdom	kingdom	phylum	order	sci_name	color
595	1220926.0	Mucor circinelloides 1006PhL	EPB87943.1	395.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	7.2e-63	226.4	20.6	1.0	1.0	4.6e-68	7.2e-63	226.4	20.6	15.0	182.0	189.0	354.0	175.0	354.0	0.96	hypothetical protein HMPREF1544_05234 [Mucor circinelloides 1006PhL]	False	Eukaryota	Fungi	Mucoromycota	Mucorales	Mucor circinelloides	brown
772	1754191.0	Piromyces finnis	ORX52602.1	372.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	9e-63	226.1	15.8	1.0	1.0	5.7999999999999984e-68	9e-63	226.1	15.8	13.0	182.0	163.0	332.0	154.0	332.0	0.94	hypothetical protein BCR36DRAFT_582544 [Piromyces finnis]	False	Eukaryota	Fungi	Chytridiomycota	Neocallimastigales	Piromyces finnis	brown
268	170446.0	Ceratobasidium sp. AG-Ba	QRV85206.1	226.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	6.8e-63	226.4	14.2	1.0	1.0	6.2e-68	9.7e-63	225.9	14.2	9.0	182.0	14.0	185.0	7.0	185.0	0.94	glycoside hydrolase family 45 protein [Ceratobasidium sp. AG-Ba]	False	Eukaryota	Fungi	Basidiomycota	Cantharellales	Ceratobasidium sp. AG-Ba	brown
747	1564500.0	Bradysia odoriphaga	KAG4079071.1	223.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	8.1e-63	226.2	13.3	1.0	1.0	7.499999999999999e-68	1.2e-62	225.7	13.3	3.0	181.0	4.0	183.0	2.0	184.0	0.94	hypothetical protein HA402_001726 [Bradysia odoriphaga]	False	Eukaryota	Metazoa	Arthropoda	Diptera	Bradysia odoriphaga	pink
127	64495.0	Rhizopus arrhizus	KAG0767729.1	364.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.2e-62	225.6	19.7	1.0	1.0	7.899999999999999e-68	1.2e-62	225.6	19.7	14.0	182.0	154.0	323.0	143.0	323.0	0.95	hypothetical protein G6F24_002533 [Rhizopus arrhizus]	False	Eukaryota	Fungi	Mucoromycota	Mucorales	Rhizopus arrhizus	brown
552	1086054.0	Rhizoctonia solani AG-3 Rhs1AP	EUC59305.1	227.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.1e-62	225.8	15.4	1.0	1.0	9.4e-68	1.4999999999999998e-62	225.4	15.4	5.0	182.0	10.0	186.0	6.0	186.0	0.96	glycoside hydrolase family 45 protein [Rhizoctonia solani AG-3 Rhs1AP]	False	Eukaryota	Fungi	Basidiomycota	Cantharellales	Rhizoctonia solani	brown
50	35722.0	Parasitella parasitica	CEP15980.1	393.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.7e-62	225.1	19.4	1.0	1.0	1.1e-67	1.7e-62	225.1	19.4	15.0	182.0	187.0	352.0	174.0	352.0	0.96	hypothetical protein [Parasitella parasitica]	False	Eukaryota	Fungi	Mucoromycota	Mucorales	Parasitella parasitica	brown
307	246409.0	Rhizopus delemar RA 99-880	EIE86317.1	360.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	3.1999999999999998e-62	224.3	20.4	1.0	1.0	2e-67	3.1999999999999998e-62	224.3	20.4	14.0	182.0	150.0	319.0	139.0	319.0	0.95	hypothetical protein RO3G_11028 [Rhizopus delemar RA 99-880]	False	Eukaryota	Fungi	Mucoromycota	Mucorales	Rhizopus delemar	brown
658	1344418.0	Ascoidea rubescens DSM 1968	XP_020050299.1	375.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.7e-62	225.2	15.2	1.0	1.0	2.3e-67	3.5e-62	224.1	15.2	14.0	181.0	165.0	331.0	158.0	332.0	0.94	glycoside hydrolase family 45 protein [Ascoidea rubescens DSM 1968]	False	Eukaryota	Fungi	Ascomycota	Saccharomycetales	Ascoidea rubescens	brown
692	1423351.0	Rhizoctonia solani 123E	KEP48349.1	225.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	3e-62	224.3	18.5	1.0	1.0	2.7e-67	4.1e-62	223.9	18.5	3.0	182.0	6.0	184.0	4.0	184.0	0.96	endo-1,4-beta-D-glucanase [Rhizoctonia solani 123E]	False	Eukaryota	Fungi	Basidiomycota	Cantharellales	Rhizoctonia solani	brown
516	937743.0	Hymenopellis radicata	KAF9024241.1	225.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	6.3999999999999996e-62	223.3	18.0	1.0	1.0	5.4e-67	8.4e-62	222.9	18.0	10.0	182.0	16.0	183.0	7.0	183.0	0.93	glycoside hydrolase [Hymenopellis radicata]	False	Eukaryota	Fungi	Basidiomycota	Agaricales	Hymenopellis radicata	brown
858	2600202.0	Ceratobasidium sp. 392	KAG9120762.1	209.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	6.999999999999999e-62	223.1	15.9	1.0	1.0	5.8e-67	9.1e-62	222.8	15.9	5.0	181.0	11.0	183.0	7.0	184.0	0.93	hypothetical protein FRC07_003618, partial [Ceratobasidium sp. 392]	False	Eukaryota	Fungi	Basidiomycota	Cantharellales	Ceratobasidium sp. 392	brown
169	90255.0	Cokeromyces recurvatus	XP_051385732.1	331.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	9.1e-62	222.8	18.9	1.0	1.0	5.8e-67	9.1e-62	222.8	18.9	15.0	182.0	125.0	290.0	109.0	290.0	0.95	RlpA-like double-psi beta-barrel-protein domain-containing protein-containing protein [Cokeromyces recurvatus]	False	Eukaryota	Fungi	Mucoromycota	Mucorales	Cokeromyces recurvatus	brown
110	55307.0	Tuber indicum	KAG0129309.1	223.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	6.999999999999999e-62	223.1	13.2	1.0	1.0	5.9e-67	9.2e-62	222.8	13.2	10.0	181.0	12.0	181.0	3.0	182.0	0.94	RlpA-like double-psi beta-barrel-protein domain-containing protein-containing protein [Tuber indicum]	False	Eukaryota	Fungi	Ascomycota	Pezizales	Tuber indicum	brown
277	182062.0	Tetrapyrgos nigripes	KAF5367134.1	220.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	9.6e-62	222.7	13.6	1.0	1.0	8.1e-67	1.3e-61	222.3	13.6	12.0	181.0	12.0	178.0	2.0	179.0	0.94	hypothetical protein D9758_003879 [Tetrapyrgos nigripes]	False	Eukaryota	Fungi	Basidiomycota	Agaricales	Tetrapyrgos nigripes	brown
771	1754190.0	Neocallimastix californiae	ORY72501.1	328.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.6e-61	222.0	15.3	1.0	1.0	1e-66	1.6e-61	222.0	15.3	14.0	181.0	121.0	286.0	111.0	287.0	0.96	endo-beta-D-1,4-glucanase [Neocallimastix californiae]	False	Eukaryota	Fungi	Chytridiomycota	Neocallimastigales	Neocallimastix californiae	brown
936	2767002.0	Neocallimastix sp. JGI-2020a	KAG4093127.1	328.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.6e-61	222.0	15.3	1.0	1.0	1e-66	1.6e-61	222.0	15.3	14.0	181.0	121.0	286.0	111.0	287.0	0.96	endo-beta-D-1,4-glucanase [Neocallimastix sp. JGI-2020a]	False	Eukaryota	Fungi	Chytridiomycota	Neocallimastigales	Neocallimastix sp. JGI-2020a	brown
989	2943436.0	Paramacrobiotus metropolitanus	XP_055356994.1	325.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.1e-61	222.6	13.4	1.0	1.0	1.2e-66	1.9e-61	221.7	13.4	15.0	182.0	118.0	284.0	110.0	284.0	0.95	LOW QUALITY PROTEIN: uncharacterized protein LOC129602062 [Paramacrobiotus metropolitanus]	False	Eukaryota	Metazoa	Tardigrada	Parachela	Paramacrobiotus metropolitanus	orange
101	48709.0	Orchesella cincta	ODM90131.1	224.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.9e-61	221.7	9.5	1.0	1.0	1.6e-66	2.4e-61	221.4	9.5	4.0	181.0	5.0	181.0	2.0	182.0	0.92	Endoglucanase-5 [Orchesella cincta]	False	Eukaryota	Metazoa	Arthropoda	Entomobryomorpha	Orchesella cincta	pink
176	97098.0	Mucor plumbeus	KAG2191390.1	391.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	2.5e-61	221.4	18.3	1.0	1.0	1.6e-66	2.5e-61	221.4	18.3	15.0	182.0	185.0	350.0	179.0	350.0	0.97	hypothetical protein INT46_009744 [Mucor plumbeus]	False	Eukaryota	Fungi	Mucoromycota	Mucorales	Mucor plumbeus	brown
211	109957.0	Physocladia obscura	KAJ3115693.1	354.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	2.6e-61	221.3	16.9	1.0	1.0	1.7e-66	2.6e-61	221.3	16.9	12.0	181.0	17.0	187.0	4.0	188.0	0.93	hypothetical protein HK100_001266 [Physocladia obscura]	False	Eukaryota	Fungi	Chytridiomycota	Chytridiales	Physocladia obscura	brown
193	101117.0	Sporodiniella umbellata	KAI9243291.1	342.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	2.9e-61	221.2	19.7	1.0	1.0	1.8e-66	2.9e-61	221.2	19.7	15.0	181.0	133.0	300.0	122.0	301.0	0.95	endo-beta-D-1,4-glucanase [Sporodiniella umbellata]	False	Eukaryota	Fungi	Mucoromycota	Mucorales	Sporodiniella umbellata	brown
963	2871812.0	Acarospora aff. strigata	MCJ1361767.1	208.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	2.6e-61	221.3	16.6	1.0	1.0	2.1e-66	3.2e-61	221.0	16.6	9.0	181.0	18.0	187.0	9.0	188.0	0.92	hypothetical protein [Acarospora aff. strigata]	False	Eukaryota	Fungi	Ascomycota	Acarosporales	Acarospora aff. strigata	brown
773	1754192.0	Anaeromyces robustus	ORX87199.1	249.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	3.7e-61	220.8	18.3	1.0	1.0	2.4e-66	3.7e-61	220.8	18.3	14.0	181.0	42.0	207.0	26.0	208.0	0.94	glycoside hydrolase, partial [Anaeromyces robustus]	False	Eukaryota	Fungi	Chytridiomycota	Neocallimastigales	Anaeromyces robustus	brown
48	35572.0	Pseudolycoriella hygida	KAJ6649674.1	222.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	3e-61	221.1	15.0	1.0	1.0	2.4e-66	3.7e-61	220.8	15.0	12.0	181.0	12.0	182.0	2.0	183.0	0.92	Endoglucanase [Pseudolycoriella hygida]	False	Eukaryota	Metazoa	Arthropoda	Diptera	Pseudolycoriella hygida	pink
407	465554.0	Bursaphelenchus okinawaensis	CAD5223375.1	228.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	2.8e-61	221.2	16.1	1.0	1.0	2.5e-66	3.8e-61	220.7	16.1	7.0	182.0	6.0	181.0	2.0	181.0	0.93	unnamed protein product [Bursaphelenchus okinawaensis]	False	Eukaryota	Metazoa	Nemata	Rhabditida	Bursaphelenchus okinawaensis	orange
581	1174678.0	Morchella snyderi	KAI5840509.1	230.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	2.7e-61	221.2	14.6	1.0	1.0	2.5e-66	3.8e-61	220.7	14.6	7.0	181.0	15.0	187.0	10.0	188.0	0.96	RlpA-like double-psi beta-barrel-protein domain-containing protein-containing protein [Morchella snyderi]	False	Eukaryota	Fungi	Ascomycota	Pezizales	Morchella snyderi	brown
371	354439.0	Rhynchophorus ferrugineus	ANU06045.1	231.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	3.1e-61	221.0	16.5	1.0	1.0	2.6e-66	4e-61	220.7	16.5	12.0	182.0	22.0	191.0	8.0	191.0	0.93	endo-beta-1,4-glucanase [Rhynchophorus ferrugineus]	False	Eukaryota	Metazoa	Arthropoda	Coleoptera	Rhynchophorus ferrugineus	pink
118	60458.0	Tuber brumale	KAG0643345.1	223.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	3.3e-61	220.9	12.6	1.0	1.0	2.8e-66	4.3e-61	220.6	12.6	7.0	181.0	9.0	181.0	3.0	182.0	0.94	RlpA-like double-psi beta-barrel-protein domain-containing protein-containing protein [Tuber brumale]	False	Eukaryota	Fungi	Ascomycota	Pezizales	Tuber brumale	brown
880	2601501.0	Ceratobasidium sp. UAMH 11750	KAG9087047.1	227.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	4.1e-61	220.6	18.0	1.0	1.0	3.5e-66	5.5e-61	220.2	18.0	3.0	182.0	9.0	186.0	7.0	186.0	0.97	hypothetical protein FS749_003208 [Ceratobasidium sp. UAMH 11750]	False	Eukaryota	Fungi	Basidiomycota	Cantharellales	Ceratobasidium sp. UAMH 11750	brown
859	2600203.0	Ceratobasidium sp. 394	KAG8708833.1	227.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	4.2e-61	220.6	18.0	1.0	1.0	3.5e-66	5.5e-61	220.2	18.0	3.0	182.0	9.0	186.0	7.0	186.0	0.97	hypothetical protein FRC08_018682 [Ceratobasidium sp. 394]	False	Eukaryota	Fungi	Basidiomycota	Cantharellales	Ceratobasidium sp. 394	brown
264	164576.0	Chaenotheca gracillima	KAI9752226.1	415.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	6.6e-61	220.0	16.0	1.0	1.0	4.2e-66	6.6e-61	220.0	16.0	12.0	179.0	17.0	182.0	3.0	185.0	0.93	MAG: hypothetical protein M4579_005702 [Chaenotheca gracillima]	False	Eukaryota	Fungi	Ascomycota	Coniocybales	Chaenotheca gracillima	brown
580	1174677.0	Morchella sextelata	XP_044696358.1	230.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	4.8e-61	220.4	14.8	1.0	1.0	4.3e-66	6.7e-61	220.0	14.8	7.0	181.0	15.0	187.0	10.0	188.0	0.96	uncharacterized protein H6S33_011590 [Morchella sextelata]	False	Eukaryota	Fungi	Ascomycota	Pezizales	Morchella sextelata	brown
3	4922.0	Komagataella pastoris	ANZ77964.1	682.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	7.6e-61	219.8	12.3	1.0	1.0	4.9e-66	7.6e-61	219.8	12.3	16.0	182.0	475.0	639.0	467.0	639.0	0.96	BA75_04680T0 [Komagataella pastoris]	False	Eukaryota	Fungi	Ascomycota	Saccharomycetales	Komagataella pastoris	brown
173	91943.0	Hortaea werneckii	KAI7085291.1	384.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	3e-61	221.1	15.1	1.0	1.0	5.000000000000004e-66	7.799999999999999e-61	219.7	15.1	6.0	181.0	12.0	186.0	7.0	187.0	0.92	glycoside hydrolase family 45 protein [Hortaea werneckii]	False	Eukaryota	Fungi	Ascomycota	Mycosphaerellales	Hortaea werneckii	brown
667	1381753.0	Moniliophthora roreri MCA 2997	ESK85518.1	219.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	5.9e-61	220.1	14.2	1.0	1.0	5.000000000000004e-66	7.799999999999999e-61	219.7	14.2	11.0	181.0	11.0	178.0	3.0	179.0	0.94	glycoside hydrolase family 45 protein [Moniliophthora roreri MCA 2997]	False	Eukaryota	Fungi	Basidiomycota	Agaricales	Moniliophthora roreri	brown
982	2921223.0	Anthonomus grandis grandis	XP_050300231.1	228.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	6.1e-61	220.1	14.2	1.0	1.0	5.4e-66	8.4e-61	219.6	14.2	6.0	181.0	10.0	184.0	5.0	185.0	0.92	endoglucanase-like isoform X8 [Anthonomus grandis grandis]	False	Eukaryota	Metazoa	Arthropoda	Coleoptera	Anthonomus grandis	pink
30	6326.0	Bursaphelenchus xylophilus	BAD34543.1	224.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	7.499999999999999e-61	219.8	11.4	1.0	1.0	6.5e-66	1e-60	219.4	11.4	8.0	181.0	7.0	179.0	2.0	180.0	0.95	beta-1,4-endoglucanase [Bursaphelenchus xylophilus]	False	Eukaryota	Metazoa	Nemata	Rhabditida	Bursaphelenchus xylophilus	orange
682	1420906.0	Pseudogymnoascus sp. VKM F-4281 (FW-2241)	KFY31178.1	342.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	8.1e-61	219.7	12.2	1.0	1.0	8.2e-66	1.3000000000000002e-60	219.0	12.2	15.0	181.0	38.0	204.0	24.0	205.0	0.95	hypothetical protein V493_01325, partial [Pseudogymnoascus sp. VKM F-4281 (FW-2241)]	False	Eukaryota	Fungi	Ascomycota		Pseudogymnoascus sp. VKM F-4281 (FW-2241)	brown
134	69355.0	Darwinula stevensoni	CAD7251807.1	219.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.2e-60	219.1	16.3	1.0	1.0	9.3e-66	1.4e-60	218.9	16.3	14.0	182.0	11.0	179.0	1.0	179.0	0.93	unnamed protein product [Darwinula stevensoni]	False	Eukaryota	Metazoa	Arthropoda	Podocopida	Darwinula stevensoni	pink
582	1187904.0	Alternaria burnsii	XP_038781901.1	226.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.3000000000000002e-60	219.0	11.9	1.0	1.0	1.2e-65	1.8e-60	218.5	11.9	4.0	182.0	10.0	185.0	7.0	185.0	0.94	glycoside hydrolase family 45 protein [Alternaria burnsii]	False	Eukaryota	Fungi	Ascomycota	Pleosporales	Alternaria burnsii	brown
251	156630.0	Alternaria arborescens	XP_028508459.1	226.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.3000000000000002e-60	219.0	11.9	1.0	1.0	1.2e-65	1.8e-60	218.5	11.9	4.0	182.0	10.0	185.0	7.0	185.0	0.94	putative endoglucanase type K [Alternaria arborescens]	False	Eukaryota	Fungi	Ascomycota	Pleosporales	Alternaria arborescens	brown
735	1485228.0	Flagelloscypha sp. PMI_526	KAH8822753.1	221.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.4e-60	218.9	14.3	1.0	1.0	1.3e-65	2e-60	218.4	14.3	5.0	182.0	7.0	180.0	3.0	180.0	0.94	glycoside hydrolase family 45 protein [Flagelloscypha sp. PMI_526]	False	Eukaryota	Fungi	Basidiomycota	Agaricales	Flagelloscypha sp. PMI_526	brown
579	1174673.0	Morchella importuna	XP_045968785.1	230.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.5e-60	218.8	14.9	1.0	1.0	1.4e-65	2.1e-60	218.3	14.9	7.0	181.0	15.0	187.0	10.0	188.0	0.96	uncharacterized protein LAJ45_08308 [Morchella importuna]	False	Eukaryota	Fungi	Ascomycota	Pezizales	Morchella importuna	brown
643	1314807.0	Dendrothele bispora CBS 962.96	THU84955.1	220.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.6e-60	218.7	13.2	1.0	1.0	1.3e-65	2.1e-60	218.4	13.2	15.0	181.0	15.0	178.0	2.0	179.0	0.94	glycoside hydrolase family 45 protein [Dendrothele bispora CBS 962.96]	False	Eukaryota	Fungi	Basidiomycota	Agaricales	Dendrothele bispora	brown
28	5599.0	Alternaria alternata	XP_018381386.1	226.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	2.3e-60	218.2	12.3	1.0	1.0	2e-65	3.2e-60	217.8	12.3	6.0	182.0	12.0	185.0	7.0	185.0	0.94	endoglucanase-5 [Alternaria alternata]	False	Eukaryota	Fungi	Ascomycota	Pleosporales	Alternaria alternata	brown
861	2600205.0	Ceratobasidium sp. 414	KAG8736581.1	227.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	2.2e-60	218.2	18.5	1.0	1.0	2e-65	3.2e-60	217.7	18.5	3.0	181.0	9.0	185.0	7.0	186.0	0.96	hypothetical protein FRC10_009154 [Ceratobasidium sp. 414]	False	Eukaryota	Fungi	Basidiomycota	Cantharellales	Ceratobasidium sp. 414	brown
656	1342318.0	Komagataella kurtzmanii	KAI0463332.1	614.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.2e-60	219.1	12.7	1.0	1.0	2.4e-65	3.7e-60	217.5	12.7	16.0	182.0	407.0	571.0	397.0	571.0	0.95	hypothetical protein LJB42_003355 [Komagataella kurtzmanii]	False	Eukaryota	Fungi	Ascomycota	Saccharomycetales	Komagataella kurtzmanii	brown
385	394676.0	Halenospora varia	KAH6665446.1	340.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	3.8e-60	217.5	10.3	1.0	1.0	2.4e-65	3.8e-60	217.5	10.3	10.0	181.0	15.0	187.0	5.0	188.0	0.93	RlpA-like double-psi beta-barrel-protein domain-containing protein-containing protein [Halenospora varia]	False	Eukaryota	Fungi	Ascomycota	Helotiales	Halenospora varia	brown
488	749465.0	Boeremia exigua	XP_046001975.1	227.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	2.9e-60	217.9	13.7	1.0	1.0	2.6e-65	4e-60	217.4	13.7	5.0	181.0	11.0	185.0	7.0	186.0	0.95	glycoside hydrolase [Boeremia exigua]	False	Eukaryota	Fungi	Ascomycota	Pleosporales	Boeremia exigua	brown
25	5539.0	Scytalidium lignicola	RFU30056.1	322.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	4e-60	217.4	18.3	1.0	1.0	2.6e-65	4e-60	217.4	18.3	12.0	181.0	21.0	191.0	9.0	192.0	0.93	hypothetical protein B7463_g6291, partial [Scytalidium lignicola]	False	Eukaryota	Fungi	Ascomycota		CBS 233.57	brown
29	6325.0	Bursaphelenchus mucronatus	ALS87671.1	225.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	3.1e-60	217.8	10.1	1.0	1.0	2.700000000000001e-65	4.3e-60	217.3	10.1	16.0	182.0	15.0	181.0	3.0	181.0	0.94	beta-1, 4-endoglucanase [Bursaphelenchus mucronatus]	False	Eukaryota	Metazoa	Nemata	Rhabditida	Bursaphelenchus mucronatus	orange
940	2773716.0	Aureobasidium uvarum	CAD0115322.1	375.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	5.1e-60	217.1	17.8	1.0	1.0	3.3e-65	5.1e-60	217.1	17.8	3.0	181.0	13.0	188.0	11.0	189.0	0.96	unnamed protein product, partial [Aureobasidium uvarum]	False	Eukaryota	Fungi	Ascomycota	Dothideales	Aureobasidium uvarum	brown
445	644223.0	Komagataella phaffii GS115	XP_002494081.1	614.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	6.2e-60	216.8	13.3	1.0	1.0	4e-65	6.2e-60	216.8	13.3	16.0	182.0	407.0	571.0	399.0	571.0	0.96	Hypothetical protein PAS_chr4_0643 [Komagataella phaffii GS115]	False	Eukaryota	Fungi	Ascomycota	Saccharomycetales	CBS 2612	brown
884	2606854.0	Stagonosporopsis vannaccii	KAJ4988121.1	228.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	5.900000000000003e-60	216.9	14.1	1.0	1.0	5.2e-65	8.000000000000003e-60	216.4	14.1	4.0	181.0	10.0	186.0	7.0	187.0	0.95	glycoside hydrolase family 45 protein [Stagonosporopsis vannaccii]	False	Eukaryota	Fungi	Ascomycota	Pleosporales	Stagonosporopsis vannaccii	brown
821	2070412.0	Rutstroemia sp. NJR-2017a WRK4	PQE16309.1	361.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	9.900000000000001e-60	216.1	14.3	1.0	1.0	6.300000000000001e-65	9.900000000000001e-60	216.1	14.3	10.0	181.0	16.0	188.0	6.0	189.0	0.92	glycoside hydrolase family 45 protein [Rutstroemia sp. NJR-2017a WRK4]	False	Eukaryota	Fungi	Ascomycota	Helotiales	Rutstroemia sp. NJR-2017a WRK4	brown
987	2939412.0	Piccolia ochrophora	KAI9806494.1	302.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1e-59	216.1	15.0	1.0	1.0	6.7e-65	1e-59	216.1	15.0	7.0	181.0	10.0	183.0	3.0	184.0	0.93	MAG: hypothetical protein M1833_003681 [Piccolia ochrophora]	False	Eukaryota	Fungi	Ascomycota		Piccolia ochrophora	brown
238	139406.0	Kalaharituber pfeilii	KAF8467319.1	292.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.1000000000000004e-59	216.0	13.6	1.0	1.0	7.1e-65	1.1000000000000004e-59	216.0	13.6	14.0	181.0	85.0	250.0	77.0	251.0	0.97	RlpA-like double-psi beta-barrel-protein domain-containing protein-containing protein [Kalaharituber pfeilii]	False	Eukaryota	Fungi	Ascomycota	Pezizales	Kalaharituber pfeilii	brown
287	205686.0	Ascochyta lentis	KAF9692094.1	228.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	8.3e-60	216.4	14.9	1.0	1.0	7.5e-65	1.2e-59	215.9	14.9	3.0	181.0	9.0	186.0	7.0	187.0	0.96	hypothetical protein EKO04_010053 [Ascochyta lentis]	False	Eukaryota	Fungi	Ascomycota	Pleosporales	Ascochyta lentis	brown
88	46634.0	Aureobasidium melanogenum	KAH0004496.1	352.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.2e-59	215.8	18.5	1.0	1.0	8e-65	1.2e-59	215.8	18.5	3.0	181.0	9.0	184.0	7.0	185.0	0.96	glycoside hydrolase family 45 protein, partial [Aureobasidium melanogenum]	False	Eukaryota	Fungi	Ascomycota	Dothideales	Aureobasidium melanogenum	brown
817	2042821.0	Rhexocercosporidium sp. MPI-PUGE-AT-0058	KAH7314077.1	337.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	6.1e-60	216.8	12.5	1.0	1.0	7.400000000000001e-65	1.2e-59	215.9	12.5	11.0	181.0	17.0	188.0	7.0	189.0	0.92	RlpA-like double-psi beta-barrel-protein domain-containing protein-containing protein [Rhexocercosporidium sp. MPI-PUGE-AT-0058]	False	Eukaryota	Fungi	Ascomycota	Helotiales	Rhexocercosporidium sp. MPI-PUGE-AT-0058	brown
826	2075069.0	Hymenoscyphus varicosporioides	KAH8655049.1	344.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.3e-59	215.7	11.2	1.0	1.0	8.6e-65	1.3e-59	215.7	11.2	10.0	181.0	15.0	187.0	6.0	188.0	0.94	RlpA-like double-psi beta-barrel-protein domain-containing protein-containing protein [Hymenoscyphus varicosporioides]	False	Eukaryota	Fungi	Ascomycota	Helotiales	Hymenoscyphus varicosporioides	brown
31	7048.0	Sitophilus oryzae	XP_030751361.1	232.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.2e-59	215.9	17.1	1.0	1.0	9.6e-65	1.5e-59	215.6	17.1	14.0	181.0	26.0	192.0	10.0	193.0	0.92	endoglucanase-like [Sitophilus oryzae]	False	Eukaryota	Metazoa	Arthropoda	Coleoptera	Sitophilus oryzae	pink
