target_name	target_accession	tlen	query_name	accession	qlen	E-value	score1	bias1	#	of	c-Evalue	i-Evalue	score	bias	hmmfrom	hmmto	alifrom	alito	envfrom	envto	acc	description_of_target	species
XP_026467593.1	-	468	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.2e-19	84.7	3.0	1	1	3.1e-24	4.3e-19	82.9	3.0	3	64	389	449	387	450	0.95	uncharacterized protein LOC113371163 [Ctenocephalides felis]	Ctenocephalides felis
XP_030750924.1	-	439	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.3e-19	84.5	0.3	1	1	9.8e-25	1.3e-19	84.5	0.3	2	62	369	426	368	429	0.96	uncharacterized protein LOC115878541 isoform X1 [Sitophilus oryzae]	Sitophilus oryzae
XP_026468007.1	-	354	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	2.8e-19	83.5	3.0	1	1	2.1e-24	2.8e-19	83.5	3.0	3	64	275	335	273	336	0.95	uncharacterized protein LOC113371589 [Ctenocephalides felis]	Ctenocephalides felis
KAI1723867.1	-	571	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	3.3e-19	83.3	0.6	1	2	5.5e-11	7.6e-06	40.5	0.1	12	63	131	179	119	181	0.84	prefoldin subunit domain-containing protein [Ditylenchus destructor]	Ditylenchus destructor
KAI1723867.1	-	571	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	3.3e-19	83.3	0.6	2	2	5.5e-11	7.6e-06	40.5	0.1	12	63	359	407	347	409	0.84	prefoldin subunit domain-containing protein [Ditylenchus destructor]	Ditylenchus destructor
XP_048520778.1	-	365	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	9.2e-19	81.9	1.1	1	1	1.1e-23	1.5e-18	81.2	0.1	3	63	297	355	295	357	0.96	uncharacterized protein LOC109537517 isoform X2 [Dendroctonus ponderosae]	Dendroctonus ponderosae
XP_018327912.1	-	425	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	9.2e-19	81.9	2.3	1	1	2e-23	2.7e-18	80.4	2.3	2	63	357	416	356	418	0.93	uncharacterized protein LOC108738823 [Agrilus planipennis]	Agrilus planipennis
XP_050304740.1	-	509	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1e-18	81.7	0.1	1	1	3.7e-23	5.1e-18	79.5	0.1	3	63	446	503	444	505	0.96	uncharacterized protein LOC126742192 [Anthonomus grandis grandis]	Anthonomus grandis grandis
XP_019759851.1	-	393	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.1e-18	81.7	1.1	1	1	1.2e-23	1.7e-18	81.0	0.1	3	63	325	383	323	385	0.96	uncharacterized protein LOC109537517 isoform X1 [Dendroctonus ponderosae]	Dendroctonus ponderosae
CAG9770468.1	-	375	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.3e-18	81.4	0.6	1	1	2.2e-23	3.1e-18	80.2	0.6	3	63	306	364	304	366	0.96	unnamed protein product [Ceutorhynchus assimilis]	Ceutorhynchus assimilis
CAH1996270.1	-	331	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.5e-18	81.2	0.2	1	1	3.2e-23	4.4e-18	79.7	0.2	3	63	256	314	254	316	0.94	unnamed protein product [Acanthoscelides obtectus]	Acanthoscelides obtectus
CAH1996269.1	-	393	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.7e-18	81.0	0.2	1	1	4.2e-23	5.7e-18	79.3	0.2	3	63	318	376	316	378	0.94	unnamed protein product [Acanthoscelides obtectus]	Acanthoscelides obtectus
XP_018568355.1	-	377	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.9e-18	80.9	1.5	1	1	1.4e-23	1.9e-18	80.9	1.5	3	63	313	371	311	373	0.92	uncharacterized protein LOC108908708 isoform X2 [Anoplophora glabripennis]	Anoplophora glabripennis
XP_018568346.1	-	414	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	2.2e-18	80.7	1.5	1	1	1.6e-23	2.2e-18	80.7	1.5	3	63	350	408	348	410	0.92	uncharacterized protein LOC108908708 isoform X1 [Anoplophora glabripennis]	Anoplophora glabripennis
XP_034233350.1	-	315	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	3.6e-18	80.0	2.9	1	1	2.7e-23	3.6e-18	80.0	2.9	2	65	231	286	230	286	0.96	endoglucanase-like [Thrips palmi]	Thrips palmi
XP_046678926.1	-	188	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	9.2e-18	78.7	0.6	1	1	1.2e-22	1.7e-17	77.9	0.6	2	63	122	182	121	184	0.96	uncharacterized protein LOC124366424 isoform X2 [Homalodisca vitripennis]	Homalodisca vitripennis
XP_026327545.1	-	524	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1e-17	78.5	0.5	1	1	7.7e-23	1e-17	78.5	0.5	3	65	445	507	443	507	0.98	uncharacterized protein LOC113235842 isoform X2 [Hyposmocoma kahamanoa]	Hyposmocoma kahamanoa
XP_026327544.1	-	553	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.1e-17	78.4	0.5	1	1	8.3e-23	1.1e-17	78.4	0.5	3	65	474	536	472	536	0.98	uncharacterized protein LOC113235842 isoform X1 [Hyposmocoma kahamanoa]	Hyposmocoma kahamanoa
EDO33184.1	-	91	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.5e-17	78.0	0.5	1	1	1.5e-22	2e-17	77.6	0.5	3	64	7	66	5	67	0.94	predicted protein, partial [Nematostella vectensis]	Nematostella vectensis
KAG8302748.1	-	284	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	2e-17	77.6	0.6	1	1	2.6e-22	3.6e-17	76.8	0.6	2	63	218	278	217	280	0.96	DNA endonuclease rbbp8 [Homalodisca vitripennis]	Homalodisca vitripennis
KAF7272582.1	-	408	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	2.5e-17	77.3	2.4	1	1	2.1e-22	2.9e-17	77.1	0.2	3	63	345	401	343	403	0.95	hypothetical protein GWI33_014641 [Rhynchophorus ferrugineus]	Rhynchophorus ferrugineus
XP_050689336.1	-	970	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	3.4e-17	76.9	9.6	1	2	9.7	1.3e+06	4.5	1.0	28	50	274	296	271	302	0.88	ABC transporter F family member 4-like [Eriocheir sinensis]	Eriocheir sinensis
XP_050689336.1	-	970	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	3.4e-17	76.9	9.6	2	2	7.2e-22	9.9e-17	75.4	2.0	3	63	908	966	906	968	0.93	ABC transporter F family member 4-like [Eriocheir sinensis]	Eriocheir sinensis
XP_031351388.1	-	306	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	5.5e-17	76.2	2.2	1	1	4e-22	5.5e-17	76.2	2.2	3	63	240	298	238	300	0.91	uncharacterized protein LOC116176769 [Photinus pyralis]	Photinus pyralis
XP_045136822.1	-	746	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	5.8e-17	76.1	1.6	1	1	4.3e-22	5.8e-17	76.1	1.6	5	63	686	742	681	744	0.89	nucleolar and coiled-body phosphoprotein 1-like [Portunus trituberculatus]	Portunus trituberculatus
XP_048590660.1	-	588	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	5.9e-17	76.1	1.0	1	1	1.5e-21	2.1e-16	74.4	1.0	3	64	482	541	480	542	0.94	uncharacterized protein LOC5504376 isoform X2 [Nematostella vectensis]	Nematostella vectensis
XP_031351260.1	-	302	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	6.1e-17	76.0	2.0	1	1	4.5e-22	6.1e-17	76.0	2.0	3	63	236	294	234	296	0.90	DNA endonuclease RBBP8-like [Photinus pyralis]	Photinus pyralis
XP_032228586.2	-	704	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	6.3e-17	76.0	1.0	1	1	1.9e-21	2.6e-16	74.0	1.0	3	64	598	657	596	658	0.94	uncharacterized protein LOC5504376 isoform X1 [Nematostella vectensis]	Nematostella vectensis
KOB75657.1	-	60	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	9.8e-17	75.4	1.5	1	1	8.7e-22	1.2e-16	75.1	1.5	21	65	6	50	5	50	0.99	putative dna endonuclease rbbp8 [Operophtera brumata]	Operophtera brumata
XP_037804788.1	-	195	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1e-16	75.3	7.5	1	1	1.6e-21	2.2e-16	74.3	7.5	3	65	127	187	125	187	0.93	DNA endonuclease RBBP8-like, partial [Penaeus monodon]	Penaeus monodon
XP_015121975.1	-	484	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.1e-16	75.3	3.2	1	1	2.3e-21	3.1e-16	73.8	3.2	3	63	412	470	410	472	0.94	DNA endonuclease RBBP8 isoform X2 [Diachasma alloeum]	Diachasma alloeum
XP_015121974.1	-	487	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.1e-16	75.2	3.2	1	1	2.3e-21	3.1e-16	73.8	3.2	3	63	415	473	413	475	0.94	DNA endonuclease RBBP8 isoform X1 [Diachasma alloeum]	Diachasma alloeum
XP_011297175.1	-	479	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.1e-16	75.2	1.7	1	1	1.6e-21	2.3e-16	74.2	1.7	3	63	407	465	405	467	0.93	PREDICTED: uncharacterized protein LOC105262960 [Fopius arisanus]	Fopius arisanus
XP_042909239.1	-	576	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.2e-16	75.1	2.2	1	1	9e-22	1.2e-16	75.1	2.2	2	63	488	546	487	548	0.95	DNA endonuclease RBBP8 isoform X4 [Parasteatoda tepidariorum]	Parasteatoda tepidariorum
KAJ3643450.1	-	382	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.6e-16	74.7	5.1	1	1	2.6e-21	3.5e-16	73.6	3.8	2	63	301	360	300	362	0.94	hypothetical protein Zmor_026160 [Zophobas morio]	Zophobas morio
XP_015931253.2	-	714	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.6e-16	74.7	2.2	1	1	1.2e-21	1.6e-16	74.7	2.2	2	63	626	684	625	686	0.95	DNA endonuclease RBBP8 isoform X3 [Parasteatoda tepidariorum]	Parasteatoda tepidariorum
XP_015931252.2	-	715	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.7e-16	74.7	2.2	1	1	1.2e-21	1.7e-16	74.7	2.2	2	63	627	685	626	687	0.95	DNA endonuclease RBBP8 isoform X2 [Parasteatoda tepidariorum]	Parasteatoda tepidariorum
XP_015931250.2	-	717	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.7e-16	74.7	2.2	1	1	1.2e-21	1.7e-16	74.7	2.2	2	63	629	687	628	689	0.95	DNA endonuclease RBBP8 isoform X1 [Parasteatoda tepidariorum]	Parasteatoda tepidariorum
XP_046993720.1	-	612	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.8e-16	74.6	2.9	1	1	1.3e-21	1.8e-16	74.6	2.9	3	64	522	582	520	583	0.94	DNA endonuclease RBBP8-like [Schistocerca americana]	Schistocerca americana
XP_047113284.1	-	617	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.8e-16	74.5	2.9	1	1	1.3e-21	1.8e-16	74.5	2.9	3	64	527	587	525	588	0.94	DNA endonuclease RBBP8-like [Schistocerca piceifrons]	Schistocerca piceifrons
XP_049810625.1	-	617	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.8e-16	74.5	2.9	1	1	1.3e-21	1.8e-16	74.5	2.9	3	64	527	587	525	588	0.94	DNA endonuclease RBBP8-like isoform X1 [Schistocerca nitens]	Schistocerca nitens
XP_049956554.1	-	617	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.8e-16	74.5	2.9	1	1	1.3e-21	1.8e-16	74.5	2.9	3	64	527	587	525	588	0.94	DNA endonuclease RBBP8-like isoform X1 [Schistocerca serialis cubense]	Schistocerca serialis cubense
XP_045599545.1	-	723	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	2.1e-16	74.3	6.3	1	1	5.6e-21	7.6e-16	72.5	6.3	3	65	663	721	661	721	0.91	uncharacterized protein LOC123758850 [Procambarus clarkii]	Procambarus clarkii
KAH0819111.1	-	400	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	2.2e-16	74.2	5.4	1	1	4.6e-21	6.3e-16	72.8	5.4	2	63	318	377	317	379	0.94	hypothetical protein GEV33_003679 [Tenebrio molitor]	Tenebrio molitor
KAJ3626174.1	-	400	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	2.2e-16	74.2	5.4	1	1	4.6e-21	6.3e-16	72.8	5.4	2	63	318	377	317	379	0.94	hypothetical protein MTP99_016691 [Tenebrio molitor]	Tenebrio molitor
XP_014256806.1	-	510	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	2.5e-16	74.1	1.2	1	1	1.8e-21	2.5e-16	74.1	1.2	3	63	426	487	424	489	0.90	uncharacterized protein LOC106670737 [Cimex lectularius]	Cimex lectularius
XP_034243179.1	-	717	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	2.9e-16	73.9	0.1	1	1	7.5e-21	1e-15	72.1	0.1	2	65	644	708	643	708	0.97	uncharacterized protein LOC117646394 [Thrips palmi]	Thrips palmi
KAI8730593.1	-	831	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	3.3e-16	73.7	1.7	1	1	7.7e-21	1.1e-15	72.1	1.7	3	62	727	783	725	786	0.93	hypothetical protein BgiMline_030938 [Biomphalaria glabrata]	Biomphalaria glabrata
GIY03323.1	-	1074	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	3.3e-16	73.7	3.5	1	1	9e-21	1.2e-15	71.9	3.5	2	62	986	1043	985	1046	0.95	b-cell lymphoma 3 protein homolog [Caerostris darwini]	Caerostris darwini
KAI8764538.1	-	825	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	3.4e-16	73.6	1.7	1	1	7.7e-21	1.1e-15	72.1	1.7	3	62	721	777	719	780	0.93	CARBBP8 [Biomphalaria glabrata]	Biomphalaria glabrata
KAF7989142.1	-	545	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	3.7e-16	73.5	4.6	1	1	7.4e-21	1e-15	72.1	4.6	3	63	474	532	472	534	0.94	hypothetical protein HCN44_007452 [Aphidius gifuensis]	Aphidius gifuensis
XP_044013911.1	-	804	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	3.8e-16	73.5	4.6	1	1	1.2e-20	1.7e-15	71.4	4.6	3	63	733	791	731	793	0.94	inhibitor of nuclear factor kappa-B kinase subunit alpha-like [Aphidius gifuensis]	Aphidius gifuensis
XP_043276017.1	-	212	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	5.1e-16	73.1	2.5	1	1	8.3e-21	1.1e-15	72.0	2.5	5	64	142	199	137	200	0.90	DNA endonuclease RBBP8-like [Venturia canescens]	Venturia canescens
XP_027224140.1	-	808	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	5.3e-16	73.0	7.3	1	1	1.2e-20	1.6e-15	71.5	7.3	3	65	740	800	738	800	0.93	muscle M-line assembly protein unc-89-like [Penaeus vannamei]	Penaeus vannamei
XP_052764504.1	-	1215	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	5.6e-16	72.9	3.4	1	1	1e-20	1.4e-15	71.7	2.3	3	62	1104	1160	1102	1163	0.94	uncharacterized protein LOC128206219 [Mya arenaria]	Mya arenaria
XP_047479824.1	-	768	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	5.7e-16	72.9	7.4	1	1	1.3e-20	1.8e-15	71.4	7.4	3	65	702	762	700	762	0.93	nucleolar protein dao-5-like [Penaeus chinensis]	Penaeus chinensis
WAR17412.1	-	1095	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	5.7e-16	72.9	3.6	1	1	9.1e-21	1.2e-15	71.8	2.3	3	62	984	1040	982	1043	0.94	CTIP-like protein [Mya arenaria]	Mya arenaria
XP_020911615.1	-	591	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	6.6e-16	72.7	0.8	1	1	2.4e-20	3.2e-15	70.5	0.8	4	64	493	551	490	552	0.94	DNA endonuclease RBBP8 [Exaiptasia diaphana]	Exaiptasia diaphana
XP_051156111.1	-	559	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	6.9e-16	72.7	4.1	1	1	1.8e-20	2.4e-15	70.9	4.1	3	64	485	544	483	545	0.94	DNA endonuclease RBBP8-like [Leptopilina boulardi]	Leptopilina boulardi
KAF5282342.1	-	318	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	7.9e-16	72.5	4.6	1	1	7.6e-21	1e-15	72.1	2.0	4	62	253	309	250	312	0.91	hypothetical protein FQR65_LT14331 [Abscondita terminalis]	Abscondita terminalis
XP_037085948.1	-	285	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	9.5e-16	72.2	1.6	1	1	1.2e-20	1.6e-15	71.5	1.6	3	63	204	262	202	264	0.94	proline-rich protein 2-like [Pollicipes pollicipes]	Pollicipes pollicipes
KAF2898391.1	-	378	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	9.8e-16	72.2	0.9	1	1	2.3e-20	3.1e-15	70.6	0.9	3	63	298	356	296	358	0.91	hypothetical protein ILUMI_07794 [Ignelater luminosus]	Ignelater luminosus
XP_023030332.1	-	401	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1e-15	72.1	0.2	1	1	7.5e-21	1e-15	72.1	0.2	3	63	339	397	337	399	0.94	homeobox protein 2-like [Leptinotarsa decemlineata]	Leptinotarsa decemlineata
KAG7175892.1	-	93	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.1e-15	72.0	8.0	1	1	1.1e-20	1.4e-15	71.6	8.0	3	65	29	89	27	89	0.92	DNA endonuclease RBBP8-like [Homarus americanus]	Homarus americanus
ROT68319.1	-	663	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.4e-15	71.7	6.2	1	1	2.5e-20	3.5e-15	70.4	6.2	3	64	504	563	502	564	0.92	hypothetical protein C7M84_013553 [Penaeus vannamei]	Penaeus vannamei
CAG9819184.1	-	401	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.4e-15	71.7	0.2	1	1	3e-20	4.1e-15	70.2	0.2	4	63	338	395	335	397	0.91	unnamed protein product [Phaedon cochleariae]	Phaedon cochleariae
XP_043198612.1	-	181	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.5e-15	71.6	2.1	1	1	1.6e-20	2.2e-15	71.0	2.1	3	63	99	157	97	159	0.94	uncharacterized protein LOC122368588 [Amphibalanus amphitrite]	Amphibalanus amphitrite
XP_635231.1	-	442	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.5e-15	71.6	0.3	1	1	3.9e-20	5.4e-15	69.8	0.3	4	62	373	429	369	432	0.92	hypothetical protein DDB_G0291466 [Dictyostelium discoideum AX4]	Dictyostelium discoideum AX4
RWS28621.1	-	176	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.5e-15	71.6	1.4	1	1	1.8e-20	2.5e-15	70.9	1.4	4	63	102	158	99	160	0.92	uncharacterized protein B4U80_11174 [Leptotrombidium deliense]	Leptotrombidium deliense
KAI8436547.1	-	1434	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.6e-15	71.5	0.5	1	1	4.5e-20	6.1e-15	69.6	0.5	23	65	169	211	167	211	0.98	hypothetical protein MSG28_010078 [Choristoneura fumiferana]	Choristoneura fumiferana
XP_034250508.1	-	152	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.6e-15	71.5	2.2	1	1	1.1e-20	1.6e-15	71.5	2.2	2	65	68	123	67	123	0.96	uncharacterized protein LOC117650954 [Thrips palmi]	Thrips palmi
XP_023217758.1	-	426	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.6e-15	71.5	6.2	1	1	1.2e-20	1.6e-15	71.5	6.2	3	62	328	384	326	387	0.95	DNA endonuclease RBBP8-like isoform X2 [Centruroides sculpturatus]	Centruroides sculpturatus
XP_023217736.1	-	470	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.9e-15	71.3	6.2	1	1	1.4e-20	1.9e-15	71.3	6.2	3	62	372	428	370	431	0.95	DNA endonuclease RBBP8-like isoform X1 [Centruroides sculpturatus]	Centruroides sculpturatus
XP_043468986.1	-	571	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	1.9e-15	71.3	6.1	1	1	3.8e-20	5.2e-15	69.9	6.1	2	64	497	557	496	558	0.94	DNA endonuclease RBBP8-like [Leptopilina heterotoma]	Leptopilina heterotoma
KAF6209832.1	-	584	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	2.1e-15	71.1	1.3	1	1	1.5e-20	2.1e-15	71.1	1.3	3	63	506	567	504	569	0.92	hypothetical protein [Apolygus lucorum]	Apolygus lucorum
XP_037084750.1	-	593	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	2.1e-15	71.1	1.6	1	1	3.5e-20	4.8e-15	70.0	1.6	3	63	512	570	510	572	0.94	mucin-1-like [Pollicipes pollicipes]	Pollicipes pollicipes
XP_033730116.1	-	285	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	2.3e-15	71.0	0.3	1	1	3e-20	4.1e-15	70.2	0.3	3	62	211	267	209	270	0.94	DNA endonuclease RBBP8-like [Pecten maximus]	Pecten maximus
KAI8436549.1	-	973	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	2.7e-15	70.8	2.0	1	1	2.9e-20	3.9e-15	70.2	0.5	23	65	280	322	278	322	0.98	hypothetical protein MSG28_010078 [Choristoneura fumiferana]	Choristoneura fumiferana
XP_054286777.1	-	449	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	3.2e-15	70.5	0.2	1	1	2.3e-20	3.2e-15	70.5	0.2	2	63	379	439	378	441	0.96	uncharacterized protein LOC129002762 isoform X2 [Macrosteles quadrilineatus]	Macrosteles quadrilineatus
XP_022907657.1	-	356	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	3.3e-15	70.5	0.3	1	1	2.4e-20	3.3e-15	70.5	0.3	3	62	272	329	270	332	0.94	uncharacterized protein LOC111419123 [Onthophagus taurus]	Onthophagus taurus
XP_054286776.1	-	473	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	3.4e-15	70.4	0.2	1	1	2.5e-20	3.4e-15	70.4	0.2	2	63	403	463	402	465	0.96	uncharacterized protein LOC129002762 isoform X1 [Macrosteles quadrilineatus]	Macrosteles quadrilineatus
KFM71559.1	-	722	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	3.7e-15	70.3	3.4	1	1	1.4e-19	1.9e-14	68.1	3.4	3	62	635	691	633	694	0.94	DNA endonuclease RBBP8, partial [Stegodyphus mimosarum]	Stegodyphus mimosarum
KAF0293535.1	-	361	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	3.8e-15	70.3	2.1	1	1	5.5e-20	7.6e-15	69.3	2.1	3	63	279	337	277	339	0.94	Histone RNA hairpin-binding protein [Amphibalanus amphitrite]	Amphibalanus amphitrite
XP_033727651.1	-	1111	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.2e-15	70.1	0.3	1	1	2e-19	2.7e-14	67.6	0.3	3	62	999	1055	997	1058	0.94	uncharacterized protein LOC117316981 [Pecten maximus]	Pecten maximus
KAJ8022464.1	-	2572	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.4e-15	70.1	40.8	1	10	1.6	2.2e+05	7.0	0.0	11	27	709	725	708	746	0.84	Prosaposin [Holothuria leucospilota]	Holothuria leucospilota
KAJ8022464.1	-	2572	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.4e-15	70.1	40.8	2	10	1.1	1.5e+05	7.6	0.1	12	28	800	816	797	836	0.78	Prosaposin [Holothuria leucospilota]	Holothuria leucospilota
KAJ8022464.1	-	2572	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.4e-15	70.1	40.8	3	10	1.7	2.4e+05	6.9	0.0	13	28	977	992	975	1010	0.79	Prosaposin [Holothuria leucospilota]	Holothuria leucospilota
KAJ8022464.1	-	2572	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.4e-15	70.1	40.8	4	10	1.3	1.8e+05	7.3	0.1	13	28	1068	1083	1065	1104	0.76	Prosaposin [Holothuria leucospilota]	Holothuria leucospilota
KAJ8022464.1	-	2572	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.4e-15	70.1	40.8	5	10	2.4	3.4e+05	6.4	0.0	13	28	1158	1173	1149	1193	0.80	Prosaposin [Holothuria leucospilota]	Holothuria leucospilota
KAJ8022464.1	-	2572	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.4e-15	70.1	40.8	6	10	1.6	2.2e+05	7.0	0.1	13	28	1248	1263	1245	1283	0.79	Prosaposin [Holothuria leucospilota]	Holothuria leucospilota
KAJ8022464.1	-	2572	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.4e-15	70.1	40.8	7	10	1.6	2.2e+05	7.0	0.1	13	28	1338	1353	1335	1373	0.79	Prosaposin [Holothuria leucospilota]	Holothuria leucospilota
KAJ8022464.1	-	2572	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.4e-15	70.1	40.8	8	10	1.5	2.1e+05	7.1	0.1	13	28	1428	1443	1425	1464	0.78	Prosaposin [Holothuria leucospilota]	Holothuria leucospilota
KAJ8022464.1	-	2572	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.4e-15	70.1	40.8	9	10	1.4	1.9e+05	7.2	0.1	13	28	1518	1533	1515	1553	0.77	Prosaposin [Holothuria leucospilota]	Holothuria leucospilota
KAJ8022464.1	-	2572	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.4e-15	70.1	40.8	10	10	1.9	2.6e+05	6.8	0.0	14	28	1609	1623	1601	1642	0.80	Prosaposin [Holothuria leucospilota]	Holothuria leucospilota
XP_008198275.1	-	347	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.5e-15	70.1	4.1	1	1	8.3e-20	1.1e-14	68.8	4.1	2	63	268	326	267	328	0.92	PREDICTED: uncharacterized protein LOC103314324 [Tribolium castaneum]	Tribolium castaneum
GFU37408.1	-	685	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	5e-15	69.9	3.3	1	1	3.7e-20	5e-15	69.9	3.3	2	62	597	654	596	657	0.95	DNA endonuclease RBBP8 [Nephila pilipes]	Nephila pilipes
KAF7992512.1	-	125	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	5.1e-15	69.9	1.9	1	1	6.9e-20	9.5e-15	69.0	1.9	3	64	53	112	51	113	0.94	hypothetical protein HCN44_004856 [Aphidius gifuensis]	Aphidius gifuensis
KAG8238185.1	-	471	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	5.2e-15	69.9	3.6	1	1	1.2e-19	1.7e-14	68.2	3.6	3	63	406	464	404	466	0.95	hypothetical protein J437_LFUL014061 [Ladona fulva]	Ladona fulva
